<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.03.21	05:00:00	1926.14	1927.66	1925.31	1926.40	1295	0	14
2022.03.21	06:00:00	1926.40	1928.90	1926.07	1928.10	1054	0	14
2022.03.21	07:00:00	1928.10	1928.32	1924.76	1925.54	1463	0	14
2022.03.21	08:00:00	1925.45	1925.45	1922.78	1924.01	2126	0	14
2022.03.21	09:00:00	1923.97	1925.97	1921.94	1925.00	2440	0	14
2022.03.21	10:00:00	1925.10	1927.28	1923.55	1926.02	2285	0	14
2022.03.21	11:00:00	1926.02	1927.14	1922.43	1925.51	2503	0	14
2022.03.21	12:00:00	1925.51	1928.76	1922.65	1925.45	2789	0	14
2022.03.21	13:00:00	1925.45	1927.98	1924.59	1925.23	2662	0	14
2022.03.21	14:00:00	1925.28	1926.26	1921.65	1924.52	4232	0	14
2022.03.21	15:00:00	1924.56	1930.41	1917.99	1929.74	6091	0	14
2022.03.21	16:00:00	1929.78	1937.42	1929.78	1933.24	5995	0	14
2022.03.21	17:00:00	1933.21	1935.96	1932.86	1934.98	3927	0	14
2022.03.21	18:00:00	1934.98	1937.34	1929.53	1930.47	5314	0	14
2022.03.21	19:00:00	1930.41	1932.33	1927.06	1931.95	4306	0	14
2022.03.21	20:00:00	1931.95	1941.00	1931.13	1935.94	3036	0	14
2022.03.21	21:00:00	1935.90	1940.48	1933.07	1935.05	4033	0	14
2022.03.21	22:00:00	1935.26	1936.65	1931.54	1931.85	1366	0	0
2022.03.21	23:00:00	1931.87	1940.33	1931.03	1935.78	5830	0	0
2022.03.22	00:00:00	1935.33	1938.15	1910.38	1936.11	4661	0	0
2022.03.22	01:00:00	1936.09	1936.99	1934.53	1935.45	965	0	15
2022.03.22	02:00:00	1935.58	1935.61	1929.29	1931.19	2176	0	14
2022.03.22	03:00:00	1931.17	1933.72	1930.15	1932.84	2876	0	14
2022.03.22	04:00:00	1932.84	1935.87	1931.84	1935.68	1934	0	14
2022.03.22	05:00:00	1935.71	1937.80	1934.59	1936.66	2303	0	15
2022.03.22	06:00:00	1936.66	1936.67	1933.52	1934.63	1530	0	14
2022.03.22	07:00:00	1934.64	1938.33	1934.50	1936.72	1892	0	14
2022.03.22	08:00:00	1936.67	1938.31	1934.51	1934.69	2158	0	14
2022.03.22	09:00:00	1934.54	1936.03	1932.24	1933.45	2440	0	14
2022.03.22	10:00:00	1933.33	1933.33	1923.45	1924.63	4422	0	14
2022.03.22	11:00:00	1924.58	1925.95	1922.73	1925.13	3597	0	14
2022.03.22	12:00:00	1925.16	1930.17	1924.78	1927.31	3237	0	3
2022.03.22	13:00:00	1927.31	1929.81	1925.25	1927.61	2774	0	14
2022.03.22	14:00:00	1927.59	1930.77	1923.93	1927.87	4762	0	9
2022.03.22	15:00:00	1927.89	1928.05	1919.62	1923.37	6540	0	0
2022.03.22	16:00:00	1923.37	1923.80	1910.63	1915.22	6631	0	14
2022.03.22	17:00:00	1915.11	1918.21	1911.08	1917.81	4705	0	14
2022.03.22	18:00:00	1917.81	1923.17	1917.53	1919.95	4084	0	14
2022.03.22	19:00:00	1919.95	1923.26	1918.24	1920.37	3220	0	14
2022.03.22	20:00:00	1920.37	1924.75	1920.01	1922.85	2778	0	14
2022.03.22	21:00:00	1922.75	1923.21	1920.57	1921.60	3140	0	14
2022.03.22	22:00:00	1921.54	1922.18	1920.24	1920.26	974	0	0
2022.03.22	23:00:00	1920.29	1924.67	1919.93	1922.79	4475	0	0
2022.03.23	00:00:00	1920.11	1948.16	1915.40	1920.49	4844	0	0
2022.03.23	01:00:00	1920.49	1922.05	1919.35	1919.57	914	0	14
2022.03.23	02:00:00	1919.69	1920.20	1915.49	1917.91	1986	0	14
2022.03.23	03:00:00	1917.87	1921.63	1917.00	1920.17	2472	0	8
2022.03.23	04:00:00	1920.20	1923.98	1919.78	1923.20	2000	0	14
2022.03.23	05:00:00	1923.07	1924.42	1921.53	1921.80	1363	0	14
2022.03.23	06:00:00	1921.80	1922.43	1921.21	1922.28	826	0	15
2022.03.23	07:00:00	1922.28	1922.29	1920.15	1921.43	1356	0	14
2022.03.23	08:00:00	1921.44	1921.44	1916.96	1917.64	1663	0	14
2022.03.23	09:00:00	1917.60	1922.20	1917.38	1920.57	2022	0	0
2022.03.23	10:00:00	1920.58	1926.27	1920.30	1925.77	2940	0	14
2022.03.23	11:00:00	1925.77	1931.08	1925.73	1929.41	2990	0	14
2022.03.23	12:00:00	1929.41	1933.70	1929.41	1933.18	3070	0	14
2022.03.23	13:00:00	1933.20	1934.96	1927.84	1930.52	3787	0	14
2022.03.23	14:00:00	1930.50	1930.73	1924.94	1928.85	4779	0	14
2022.03.23	15:00:00	1928.85	1935.64	1928.20	1935.16	5772	0	14
2022.03.23	16:00:00	1935.16	1936.65	1928.29	1931.78	5176	0	14
2022.03.23	17:00:00	1931.82	1932.54	1925.81	1929.39	3913	0	14
2022.03.23	18:00:00	1929.39	1935.42	1927.70	1935.35	3665	0	14
2022.03.23	19:00:00	1935.36	1937.77	1934.76	1936.59	3615	0	14
2022.03.23	20:00:00	1936.61	1939.94	1936.55	1939.40	3275	0	14
2022.03.23	21:00:00	1939.37	1948.30	1938.26	1946.61	4074	0	14
2022.03.23	22:00:00	1946.60	1947.37	1936.25	1936.53	1520	0	0
2022.03.23	23:00:00	1936.55	1939.90	1936.46	1939.28	4791	0	0
2022.03.24	00:00:00	1943.48	1966.06	1937.25	1944.97	5015	0	0
2022.03.24	01:00:00	1944.96	1946.84	1944.96	1946.02	1117	0	14
2022.03.24	02:00:00	1945.94	1948.59	1945.38	1946.49	2333	0	14
2022.03.24	03:00:00	1946.46	1948.31	1941.25	1942.00	3604	0	14
2022.03.24	04:00:00	1941.91	1943.33	1939.63	1941.43	2585	0	14
2022.03.24	05:00:00	1941.43	1942.13	1938.67	1938.83	1659	0	15
2022.03.24	06:00:00	1938.83	1940.57	1937.72	1940.19	1490	0	15
2022.03.24	07:00:00	1940.22	1940.39	1937.70	1938.28	2074	0	14
2022.03.24	08:00:00	1938.28	1943.10	1937.40	1941.48	2608	0	14
2022.03.24	09:00:00	1941.40	1943.95	1940.71	1943.90	2808	0	14
2022.03.24	10:00:00	1943.90	1945.84	1940.68	1940.77	3346	0	14
2022.03.24	11:00:00	1940.77	1941.39	1937.91	1940.65	2843	0	14
2022.03.24	12:00:00	1940.64	1947.14	1940.62	1943.73	3545	0	14
2022.03.24	13:00:00	1943.83	1956.65	1943.67	1956.46	4491	0	14
2022.03.24	14:00:00	1956.74	1957.80	1942.51	1949.23	6646	0	13
2022.03.24	15:00:00	1949.21	1957.10	1946.47	1953.39	8239	0	14
2022.03.24	16:00:00	1953.37	1965.74	1950.80	1964.99	7340	0	14
2022.03.24	17:00:00	1964.99	1965.49	1958.68	1962.92	5654	0	14
2022.03.24	18:00:00	1962.90	1966.12	1960.56	1962.77	4391	0	14
2022.03.24	19:00:00	1962.63	1965.19	1960.80	1964.86	4044	0	14
2022.03.24	20:00:00	1964.86	1965.69	1961.42	1962.07	2199	0	14
2022.03.24	21:00:00	1962.05	1963.73	1960.69	1961.50	2589	0	14
2022.03.24	22:00:00	1961.51	1964.90	1956.17	1964.90	1969	0	0
2022.03.24	23:00:00	1964.80	1965.63	1961.33	1962.00	4416	0	0
2022.03.25	00:00:00	1957.02	1964.12	1943.01	1958.21	4810	0	0
2022.03.25	01:00:00	1958.11	1960.05	1957.67	1959.20	942	0	14
2022.03.25	02:00:00	1959.22	1962.93	1957.73	1962.66	2145	0	14
2022.03.25	03:00:00	1962.66	1963.12	1959.41	1960.36	3155	0	14
2022.03.25	04:00:00	1960.43	1964.23	1960.18	1961.00	2289	0	14
2022.03.25	05:00:00	1960.94	1963.24	1960.38	1960.83	1997	0	14
2022.03.25	06:00:00	1960.83	1962.42	1959.47	1960.05	2228	0	14
2022.03.25	07:00:00	1960.05	1960.43	1956.60	1958.69	2118	0	14
2022.03.25	08:00:00	1958.68	1959.20	1955.40	1956.14	2512	0	14
2022.03.25	09:00:00	1956.14	1956.46	1953.15	1954.75	2620	0	14
2022.03.25	10:00:00	1954.75	1960.63	1954.75	1955.68	3504	0	14
2022.03.25	11:00:00	1955.70	1958.97	1954.07	1955.98	2969	0	14
2022.03.25	12:00:00	1955.98	1958.77	1949.87	1950.38	3442	0	10
2022.03.25	13:00:00	1950.32	1954.16	1949.86	1953.18	3389	0	0
2022.03.25	14:00:00	1953.09	1957.13	1951.19	1956.28	4193	0	14
2022.03.25	15:00:00	1956.28	1956.72	1943.20	1948.67	9024	0	14
2022.03.25	16:00:00	1948.77	1953.88	1948.19	1952.79	6685	0	14
2022.03.25	17:00:00	1952.84	1961.78	1952.04	1957.10	7155	0	14
2022.03.25	18:00:00	1957.09	1959.46	1954.80	1956.00	4775	0	0
2022.03.25	19:00:00	1956.00	1957.00	1951.64	1953.43	3796	0	9
2022.03.25	20:00:00	1953.50	1955.29	1952.46	1953.16	2941	0	14
2022.03.25	21:00:00	1953.12	1956.45	1951.72	1954.32	3071	0	14
2022.03.25	22:00:00	1954.43	1958.19	1953.30	1953.35	1240	0	0
2022.03.25	23:00:00	1953.36	1955.09	1952.34	1953.05	4007	0	0
2022.03.26	00:00:00	1953.05	1956.36	1951.62	1954.32	4245	0	0
2022.03.26	01:00:00	1954.22	1958.03	1953.72	1957.66	2558	0	0
2022.03.28	00:00:00	1956.29	1958.82	1916.80	1922.48	5024	0	0
2022.03.28	01:00:00	1955.43	1958.80	1954.64	1955.46	1465	0	17
2022.03.28	02:00:00	1955.46	1957.90	1954.92	1957.12	1306	0	14
2022.03.28	03:00:00	1957.09	1958.33	1954.78	1957.63	2562	0	14
2022.03.28	04:00:00	1957.60	1957.60	1945.87	1945.97	5863	0	14
2022.03.28	05:00:00	1945.97	1949.52	1944.87	1948.17	3949	0	14
2022.03.28	06:00:00	1948.17	1948.19	1942.21	1944.52	2321	0	14
2022.03.28	07:00:00	1944.52	1944.85	1941.66	1943.20	2624	0	14
2022.03.28	08:00:00	1943.03	1943.09	1933.13	1934.90	4068	0	14
2022.03.28	09:00:00	1934.94	1938.22	1933.22	1933.51	4795	0	14
2022.03.28	10:00:00	1933.49	1936.62	1931.59	1933.26	5479	0	14
2022.03.28	11:00:00	1933.26	1934.28	1927.09	1927.38	6344	0	14
2022.03.28	12:00:00	1927.38	1932.80	1925.29	1932.24	4771	0	14
2022.03.28	13:00:00	1932.24	1933.42	1927.01	1927.72	3893	0	14
2022.03.28	14:00:00	1927.87	1933.39	1927.08	1930.16	4282	0	14
2022.03.28	15:00:00	1929.98	1945.63	1929.59	1938.36	7169	0	14
2022.03.28	16:00:00	1938.29	1939.92	1930.08	1936.41	7923	0	14
2022.03.28	17:00:00	1936.43	1942.51	1933.47	1934.69	7253	0	14
2022.03.28	18:00:00	1934.58	1939.41	1934.26	1936.67	5366	0	14
2022.03.28	19:00:00	1936.67	1939.24	1935.57	1938.34	3265	0	14
2022.03.28	20:00:00	1938.34	1940.04	1933.55	1933.68	3253	0	14
2022.03.28	21:00:00	1933.70	1934.40	1926.07	1927.43	3071	0	14
2022.03.28	22:00:00	1927.43	1927.76	1916.93	1919.17	5113	0	14
2022.03.28	23:00:00	1919.14	1934.09	1918.93	1933.58	1762	0	0
2022.03.29	00:00:00	1921.91	1934.32	1889.94	1927.36	12697	0	0
2022.03.29	01:00:00	1921.77	1923.54	1921.31	1922.66	1055	0	17
2022.03.29	02:00:00	1922.65	1924.97	1922.07	1924.02	1575	0	14
2022.03.29	03:00:00	1924.03	1924.94	1921.39	1922.51	3777	0	14
2022.03.29	04:00:00	1922.51	1929.25	1921.95	1926.53	4463	0	14
2022.03.29	05:00:00	1926.51	1928.35	1925.35	1927.87	2738	0	14
2022.03.29	06:00:00	1927.85	1928.06	1924.80	1925.16	2563	0	14
2022.03.29	07:00:00	1925.15	1925.15	1921.21	1922.39	2513	0	14
2022.03.29	08:00:00	1922.39	1924.37	1921.24	1922.83	3221	0	14
2022.03.29	09:00:00	1922.83	1925.07	1921.62	1924.58	3650	0	14
2022.03.29	10:00:00	1924.60	1924.60	1918.82	1919.22	4243	0	14
2022.03.29	11:00:00	1919.22	1920.71	1910.12	1913.67	4427	0	14
2022.03.29	12:00:00	1913.67	1915.10	1909.67	1912.86	5401	0	14
2022.03.29	13:00:00	1912.87	1916.19	1912.11	1912.15	3840	0	14
2022.03.29	14:00:00	1912.09	1914.93	1901.02	1907.96	5712	0	14
2022.03.29	15:00:00	1907.94	1909.71	1890.07	1897.13	9621	0	14
2022.03.29	16:00:00	1897.14	1909.00	1892.68	1907.39	9479	0	14
2022.03.29	17:00:00	1907.19	1914.67	1905.59	1908.54	8226	0	14
2022.03.29	18:00:00	1908.56	1915.31	1908.11	1915.23	4718	0	14
2022.03.29	19:00:00	1915.22	1917.80	1912.69	1915.30	4053	0	13
2022.03.29	20:00:00	1915.29	1917.85	1912.76	1916.29	3764	0	14
2022.03.29	21:00:00	1916.30	1918.27	1915.92	1917.08	2823	0	14
2022.03.29	22:00:00	1917.09	1921.33	1916.83	1919.32	2505	0	14
2022.03.29	23:00:00	1919.53	1919.83	1916.12	1916.17	1177	0	0
2022.03.30	00:00:00	1919.02	1938.35	1915.77	1917.08	6783	0	0
2022.03.30	01:00:00	1918.57	1921.16	1918.57	1919.65	675	0	17
2022.03.30	02:00:00	1919.66	1920.07	1916.18	1916.28	1313	0	14
2022.03.30	03:00:00	1916.39	1919.95	1915.87	1919.27	3309	0	14
2022.03.30	04:00:00	1919.25	1922.96	1918.64	1922.85	4435	0	14
2022.03.30	05:00:00	1922.83	1925.44	1921.92	1923.37	3326	0	14
2022.03.30	06:00:00	1923.37	1925.27	1922.24	1923.63	3105	0	14
2022.03.30	07:00:00	1923.60	1927.28	1921.96	1925.86	3100	0	14
2022.03.30	08:00:00	1925.81	1926.58	1923.31	1924.17	2638	0	14
2022.03.30	09:00:00	1924.12	1928.30	1922.73	1924.01	4191	0	14
2022.03.30	10:00:00	1924.01	1926.30	1920.60	1920.92	5356	0	14
2022.03.30	11:00:00	1920.91	1923.92	1919.19	1919.28	4919	0	14
2022.03.30	12:00:00	1919.30	1920.99	1917.17	1919.50	4035	0	14
2022.03.30	13:00:00	1919.51	1922.02	1919.21	1919.96	3898	0	14
2022.03.30	14:00:00	1919.99	1925.46	1919.83	1923.81	2894	0	14
2022.03.30	15:00:00	1923.95	1932.34	1922.47	1927.13	6148	0	14
2022.03.30	16:00:00	1927.14	1934.55	1922.40	1931.79	7688	0	14
2022.03.30	17:00:00	1931.89	1938.34	1929.68	1937.25	7248	0	14
2022.03.30	18:00:00	1937.19	1938.46	1933.72	1937.01	4809	0	14
2022.03.30	19:00:00	1937.04	1937.13	1931.69	1932.14	3132	0	14
2022.03.30	20:00:00	1932.14	1935.27	1930.45	1931.65	3335	0	14
2022.03.30	21:00:00	1931.65	1936.54	1930.54	1932.65	2687	0	0
2022.03.30	22:00:00	1932.65	1935.87	1931.84	1934.13	2576	0	14
2022.03.30	23:00:00	1934.35	1935.84	1931.13	1931.53	1285	0	0
2022.03.31	00:00:00	1932.69	1949.60	1918.88	1932.55	8935	0	0
2022.03.31	01:00:00	1930.67	1933.77	1930.67	1932.66	769	0	0
2022.03.31	02:00:00	1932.57	1934.00	1931.61	1934.00	837	0	0
2022.03.31	03:00:00	1933.98	1934.11	1928.25	1931.65	3580	0	14
2022.03.31	04:00:00	1931.64	1932.09	1926.44	1926.81	3167	0	14
2022.03.31	05:00:00	1926.86	1927.82	1924.88	1924.98	2412	0	14
2022.03.31	06:00:00	1924.98	1927.18	1923.85	1925.04	2440	0	14
2022.03.31	07:00:00	1925.04	1925.60	1920.18	1921.14	2467	0	14
2022.03.31	08:00:00	1921.14	1923.63	1919.07	1923.50	3027	0	14
2022.03.31	09:00:00	1923.44	1927.82	1922.53	1926.42	4071	0	14
2022.03.31	10:00:00	1926.40	1933.83	1925.33	1931.26	4648	0	14
2022.03.31	11:00:00	1931.26	1932.63	1923.85	1925.11	4625	0	14
2022.03.31	12:00:00	1925.09	1926.52	1922.49	1925.89	3476	0	14
2022.03.31	13:00:00	1925.86	1930.28	1924.65	1930.11	3176	0	14
2022.03.31	14:00:00	1930.11	1932.02	1928.38	1930.92	2828	0	14
2022.03.31	15:00:00	1930.81	1935.75	1928.03	1934.03	5145	0	14
2022.03.31	16:00:00	1934.06	1942.36	1932.21	1937.68	7310	0	14
2022.03.31	17:00:00	1937.71	1942.68	1937.56	1940.04	6776	0	14
2022.03.31	18:00:00	1940.07	1945.02	1939.50	1944.25	5014	0	14
2022.03.31	19:00:00	1944.32	1944.68	1938.91	1944.35	3822	0	14
2022.03.31	20:00:00	1944.34	1949.78	1944.05	1945.15	3844	0	14
2022.03.31	21:00:00	1945.21	1945.39	1941.38	1941.46	3213	0	14
2022.03.31	22:00:00	1941.52	1942.55	1934.88	1936.57	4086	0	14
2022.03.31	23:00:00	1936.71	1945.68	1936.13	1945.05	2339	0	0
2022.04.01	00:00:00	1937.10	1945.29	1917.88	1941.36	7064	0	0
2022.04.01	01:00:00	1936.76	1937.67	1934.64	1935.37	1208	0	14
2022.04.01	02:00:00	1935.37	1937.02	1934.66	1936.63	968	0	14
2022.04.01	03:00:00	1936.63	1936.74	1932.44	1934.21	2891	0	14
2022.04.01	04:00:00	1934.19	1938.57	1933.55	1937.91	3222	0	14
2022.04.01	05:00:00	1937.92	1938.01	1933.40	1933.93	2768	0	14
2022.04.01	06:00:00	1933.93	1938.57	1933.88	1938.17	1844	0	14
2022.04.01	07:00:00	1938.17	1939.47	1936.68	1937.53	1921	0	14
2022.04.01	08:00:00	1937.53	1938.63	1935.80	1936.92	2046	0	14
2022.04.01	09:00:00	1936.96	1939.11	1931.53	1932.36	3921	0	14
2022.04.01	10:00:00	1932.36	1933.08	1929.36	1930.70	4556	0	14
2022.04.01	11:00:00	1930.69	1932.81	1929.62	1932.09	3416	0	14
2022.04.01	12:00:00	1932.13	1936.31	1932.11	1934.13	3327	0	14
2022.04.01	13:00:00	1934.06	1934.55	1927.25	1927.49	3598	0	14
2022.04.01	14:00:00	1927.48	1929.82	1924.24	1928.54	4767	0	14
2022.04.01	15:00:00	1928.53	1933.97	1925.61	1927.32	7277	0	3
2022.04.01	16:00:00	1926.93	1933.61	1922.44	1931.39	8746	0	14
2022.04.01	17:00:00	1931.87	1932.49	1918.69	1925.89	7791	0	11
2022.04.01	18:00:00	1925.88	1930.49	1923.03	1925.85	6168	0	14
2022.04.01	19:00:00	1925.91	1926.88	1922.59	1922.96	4230	0	14
2022.04.01	20:00:00	1923.00	1923.03	1917.98	1922.08	4880	0	14
2022.04.01	21:00:00	1922.09	1926.07	1921.96	1925.34	3082	0	14
2022.04.01	22:00:00	1925.35	1925.58	1920.83	1922.55	3365	0	14
2022.04.01	23:00:00	1922.78	1924.87	1921.92	1921.92	1283	0	0
2022.04.02	00:00:00	1921.94	1925.93	1921.92	1925.16	3979	0	0
2022.04.02	01:00:00	1925.14	1925.43	1920.73	1922.36	5002	0	0
2022.04.02	02:00:00	1922.46	1925.04	1922.05	1924.91	3104	0	0
2022.04.04	00:00:00	1924.28	1936.78	1915.27	1932.38	3493	0	0
2022.04.04	01:00:00	1921.57	1925.86	1921.36	1923.12	1259	0	15
2022.04.04	02:00:00	1923.12	1924.78	1922.44	1924.70	905	0	14
2022.04.04	03:00:00	1924.70	1926.78	1923.89	1925.64	1667	0	14
2022.04.04	04:00:00	1925.64	1925.64	1922.55	1922.67	1944	0	14
2022.04.04	05:00:00	1922.67	1923.15	1918.25	1919.16	1828	0	14
2022.04.04	06:00:00	1919.16	1920.34	1918.25	1918.94	1302	0	14
2022.04.04	07:00:00	1918.94	1919.00	1915.42	1917.60	1438	0	14
2022.04.04	08:00:00	1917.60	1921.20	1917.06	1920.19	1830	0	14
2022.04.04	09:00:00	1920.19	1928.78	1917.10	1927.96	3272	0	14
2022.04.04	10:00:00	1928.03	1930.97	1927.61	1929.81	4083	0	14
2022.04.04	11:00:00	1929.81	1933.01	1928.99	1931.10	4064	0	14
2022.04.04	12:00:00	1931.09	1931.65	1925.84	1926.05	3249	0	14
2022.04.04	13:00:00	1926.05	1929.08	1925.57	1928.75	2701	0	14
2022.04.04	14:00:00	1928.83	1931.04	1928.04	1929.18	3203	0	14
2022.04.04	15:00:00	1929.18	1936.00	1928.27	1931.63	5720	0	14
2022.04.04	16:00:00	1931.63	1936.82	1925.28	1925.31	7946	0	14
2022.04.04	17:00:00	1925.00	1936.23	1924.36	1934.68	8200	0	5
2022.04.04	18:00:00	1934.77	1935.51	1930.38	1933.54	5395	0	13
2022.04.04	19:00:00	1933.54	1933.91	1930.43	1931.52	3505	0	14
2022.04.04	20:00:00	1931.52	1931.60	1928.73	1929.54	3461	0	14
2022.04.04	21:00:00	1929.54	1933.32	1928.80	1932.02	2581	0	14
2022.04.04	22:00:00	1932.03	1932.90	1929.97	1932.32	2690	0	14
2022.04.04	23:00:00	1932.37	1933.21	1929.31	1929.46	1262	0	0
2022.04.05	00:00:00	1932.84	1944.45	1917.80	1931.91	7761	0	0
2022.04.05	01:00:00	1932.56	1933.85	1932.43	1933.18	864	0	14
2022.04.05	02:00:00	1933.18	1933.49	1930.78	1931.46	955	0	14
2022.04.05	03:00:00	1931.46	1933.08	1931.24	1931.98	2147	0	14
2022.04.05	04:00:00	1932.01	1932.55	1929.41	1930.16	1609	0	15
2022.04.05	05:00:00	1930.16	1930.52	1927.60	1928.26	1629	0	14
2022.04.05	06:00:00	1928.26	1929.53	1927.35	1928.53	1441	0	14
2022.04.05	07:00:00	1928.52	1929.02	1926.46	1928.50	1828	0	14
2022.04.05	08:00:00	1928.48	1930.79	1927.41	1930.60	1677	0	14
2022.04.05	09:00:00	1930.59	1933.48	1930.27	1932.64	2539	0	14
2022.04.05	10:00:00	1932.64	1933.15	1926.38	1927.58	3971	0	14
2022.04.05	11:00:00	1927.57	1931.99	1925.37	1931.62	3562	0	14
2022.04.05	12:00:00	1931.65	1932.36	1927.87	1929.53	3929	0	14
2022.04.05	13:00:00	1929.56	1930.61	1925.79	1928.77	3591	0	14
2022.04.05	14:00:00	1928.77	1929.66	1926.68	1927.74	2939	0	14
2022.04.05	15:00:00	1927.74	1935.22	1924.02	1935.11	5411	0	11
2022.04.05	16:00:00	1935.07	1943.47	1932.28	1942.19	7325	0	14
2022.04.05	17:00:00	1942.15	1944.51	1927.07	1930.74	9530	0	14
2022.04.05	18:00:00	1930.70	1932.89	1919.37	1920.84	6052	0	14
2022.04.05	19:00:00	1920.84	1925.42	1917.94	1923.37	5130	0	14
2022.04.05	20:00:00	1923.30	1925.55	1921.12	1922.05	3488	0	14
2022.04.05	21:00:00	1922.08	1924.45	1920.36	1923.67	2983	0	14
2022.04.05	22:00:00	1923.72	1924.58	1919.37	1920.39	3289	0	14
2022.04.05	23:00:00	1920.31	1923.69	1920.00	1921.96	1603	0	0
2022.04.06	00:00:00	1923.04	1933.39	1914.90	1923.53	7650	0	0
2022.04.06	01:00:00	1923.64	1923.96	1921.88	1922.77	864	0	16
2022.04.06	02:00:00	1922.87	1922.93	1920.25	1920.61	1385	0	14
2022.04.06	03:00:00	1920.55	1921.49	1917.74	1919.63	2575	0	14
2022.04.06	04:00:00	1919.63	1924.82	1916.60	1922.13	4537	0	14
2022.04.06	05:00:00	1922.13	1925.23	1921.34	1923.10	2869	0	14
2022.04.06	06:00:00	1923.12	1924.58	1922.34	1923.82	2234	0	14
2022.04.06	07:00:00	1923.82	1924.13	1920.45	1921.62	2314	0	14
2022.04.06	08:00:00	1921.62	1924.29	1920.81	1920.88	2322	0	14
2022.04.06	09:00:00	1920.88	1921.16	1917.82	1919.52	4383	0	14
2022.04.06	10:00:00	1919.57	1923.54	1915.15	1921.76	5060	0	14
2022.04.06	11:00:00	1921.88	1926.42	1921.63	1926.09	4398	0	14
2022.04.06	12:00:00	1926.15	1933.48	1925.97	1929.65	4462	0	14
2022.04.06	13:00:00	1929.67	1929.93	1921.51	1922.34	4356	0	14
2022.04.06	14:00:00	1922.34	1924.15	1918.23	1921.46	5050	0	14
2022.04.06	15:00:00	1921.33	1928.42	1919.46	1926.55	6558	0	14
2022.04.06	16:00:00	1926.55	1931.88	1923.59	1930.41	7370	0	14
2022.04.06	17:00:00	1930.51	1931.85	1923.60	1925.66	7460	0	14
2022.04.06	18:00:00	1925.67	1929.44	1925.66	1927.81	6237	0	14
2022.04.06	19:00:00	1927.81	1928.50	1923.47	1924.91	4210	0	14
2022.04.06	20:00:00	1924.90	1924.90	1919.75	1921.10	4215	0	14
2022.04.06	21:00:00	1921.15	1929.29	1915.59	1924.46	9803	0	14
2022.04.06	22:00:00	1924.46	1927.10	1922.95	1924.88	3663	0	14
2022.04.06	23:00:00	1924.88	1926.52	1920.72	1920.88	1441	0	0
2022.04.07	00:00:00	1923.29	1937.74	1915.53	1924.21	17844	0	0
2022.04.07	01:00:00	1923.51	1924.88	1923.20	1923.69	1043	0	14
2022.04.07	02:00:00	1923.68	1924.03	1922.19	1923.69	1080	0	15
2022.04.07	03:00:00	1923.69	1927.25	1922.74	1925.38	3156	0	14
2022.04.07	04:00:00	1925.37	1926.14	1922.24	1922.94	2839	0	14
2022.04.07	05:00:00	1922.90	1925.25	1921.06	1924.86	2300	0	14
2022.04.07	06:00:00	1924.86	1925.65	1921.52	1922.24	1619	0	14
2022.04.07	07:00:00	1922.24	1923.42	1920.47	1921.64	1740	0	14
2022.04.07	08:00:00	1921.65	1923.92	1920.78	1922.97	2140	0	14
2022.04.07	09:00:00	1922.96	1926.23	1922.75	1925.00	3470	0	14
2022.04.07	10:00:00	1925.00	1928.09	1924.07	1925.46	4371	0	14
2022.04.07	11:00:00	1925.46	1928.35	1924.85	1926.02	4335	0	14
2022.04.07	12:00:00	1926.13	1928.68	1925.45	1927.49	3421	0	14
2022.04.07	13:00:00	1927.49	1928.16	1925.78	1926.59	2955	0	14
2022.04.07	14:00:00	1926.50	1931.65	1923.67	1930.59	5448	0	14
2022.04.07	15:00:00	1930.59	1934.03	1924.60	1927.59	6468	0	14
2022.04.07	16:00:00	1927.59	1932.13	1926.61	1931.62	7992	0	14
2022.04.07	17:00:00	1931.58	1937.75	1929.99	1936.60	8214	0	14
2022.04.07	18:00:00	1936.65	1937.64	1929.90	1933.73	5585	0	14
2022.04.07	19:00:00	1933.71	1936.16	1932.87	1934.13	3428	0	14
2022.04.07	20:00:00	1934.15	1936.81	1933.36	1934.80	3361	0	12
2022.04.07	21:00:00	1934.85	1935.62	1932.10	1933.31	2803	0	14
2022.04.07	22:00:00	1933.22	1933.41	1929.46	1932.25	3353	0	14
2022.04.07	23:00:00	1932.31	1935.11	1929.94	1934.69	1899	0	0
2022.04.08	00:00:00	1930.61	1948.02	1927.50	1933.30	6248	0	0
2022.04.08	01:00:00	1930.34	1932.18	1929.86	1931.12	905	0	21
2022.04.08	02:00:00	1931.12	1933.62	1930.70	1932.89	1288	0	14
2022.04.08	03:00:00	1932.89	1935.03	1932.29	1932.97	2747	0	14
2022.04.08	04:00:00	1933.01	1935.46	1932.17	1932.32	2353	0	14
2022.04.08	05:00:00	1932.37	1933.12	1929.27	1930.12	2267	0	14
2022.04.08	06:00:00	1930.09	1931.07	1928.58	1930.88	2069	0	14
2022.04.08	07:00:00	1930.88	1931.15	1927.90	1928.22	1337	0	14
2022.04.08	08:00:00	1928.22	1932.35	1927.61	1931.91	2434	0	14
2022.04.08	09:00:00	1931.89	1932.80	1928.07	1930.08	3520	0	14
2022.04.08	10:00:00	1930.08	1932.93	1929.28	1931.93	3908	0	14
2022.04.08	11:00:00	1931.94	1933.26	1929.99	1931.53	3470	0	14
