<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.02	00:00:00	1150.63	1152.41	1149.30	1150.37	1634	0	0
2017.01.03	00:00:00	1150.28	1164.16	1146.10	1157.24	62370	0	0
2017.01.03	01:00:00	1150.29	1151.65	1149.65	1150.76	2409	0	0
2017.01.03	02:00:00	1150.67	1156.78	1150.37	1156.10	2722	0	0
2017.01.03	03:00:00	1156.10	1158.64	1154.91	1157.16	2071	0	0
2017.01.03	04:00:00	1157.17	1157.35	1155.98	1156.87	725	0	0
2017.01.03	05:00:00	1156.87	1157.48	1156.73	1157.34	1046	0	0
2017.01.03	06:00:00	1157.34	1157.98	1156.68	1157.78	1358	0	0
2017.01.03	07:00:00	1157.79	1158.64	1157.05	1157.46	1294	0	0
2017.01.03	08:00:00	1157.37	1157.47	1152.17	1153.04	3029	0	0
2017.01.03	09:00:00	1153.06	1154.39	1150.49	1151.49	5289	0	0
2017.01.03	10:00:00	1151.52	1151.91	1147.58	1148.12	4864	0	0
2017.01.03	11:00:00	1148.13	1148.56	1146.64	1146.76	3068	0	0
2017.01.03	12:00:00	1146.76	1148.72	1146.00	1148.51	4057	0	0
2017.01.03	13:00:00	1148.53	1149.00	1147.17	1148.63	2604	0	0
2017.01.03	14:00:00	1148.67	1151.28	1148.46	1150.59	4708	0	0
2017.01.03	15:00:00	1150.61	1155.51	1146.66	1153.73	7003	0	0
2017.01.03	16:00:00	1153.78	1155.90	1147.79	1154.85	9749	0	0
2017.01.03	17:00:00	1154.85	1164.54	1153.41	1160.35	9318	0	0
2017.01.03	18:00:00	1160.27	1162.87	1158.61	1162.00	3810	0	0
2017.01.03	19:00:00	1162.05	1163.49	1159.26	1159.37	3649	0	0
2017.01.03	20:00:00	1159.31	1160.29	1158.89	1159.05	1957	0	0
2017.01.03	21:00:00	1159.15	1159.58	1156.69	1159.20	2534	0	0
2017.01.03	22:00:00	1159.25	1159.76	1158.05	1158.77	1069	0	0
2017.01.04	00:00:00	1157.20	1168.05	1156.16	1165.96	62638	0	0
2017.01.04	01:00:00	1157.10	1158.26	1156.15	1156.94	2231	0	0
2017.01.04	02:00:00	1156.95	1158.51	1156.07	1157.41	2303	0	0
2017.01.04	03:00:00	1157.41	1160.76	1157.41	1160.72	2863	0	0
2017.01.04	04:00:00	1160.77	1161.46	1159.27	1161.05	3230	0	0
2017.01.04	05:00:00	1161.16	1161.61	1159.97	1160.11	1899	0	0
2017.01.04	06:00:00	1160.03	1161.59	1159.70	1161.51	1106	0	0
2017.01.04	07:00:00	1161.50	1163.27	1160.90	1162.22	2443	0	0
2017.01.04	08:00:00	1162.26	1163.15	1161.15	1161.47	2543	0	0
2017.01.04	09:00:00	1161.44	1164.34	1160.71	1163.17	6284	0	0
2017.01.04	10:00:00	1163.17	1167.87	1163.02	1165.38	4263	0	0
2017.01.04	11:00:00	1165.43	1166.28	1164.51	1165.29	3077	0	0
2017.01.04	12:00:00	1165.29	1167.54	1164.90	1165.44	4404	0	0
2017.01.04	13:00:00	1165.47	1166.34	1163.92	1165.45	3234	0	0
2017.01.04	14:00:00	1165.45	1167.80	1162.94	1164.14	7185	0	0
2017.01.04	15:00:00	1164.14	1165.80	1162.04	1165.02	7587	0	0
2017.01.04	16:00:00	1165.12	1166.46	1163.47	1165.39	6574	0	0
2017.01.04	17:00:00	1165.47	1165.57	1163.15	1165.04	4005	0	0
2017.01.04	18:00:00	1164.93	1167.27	1164.63	1164.85	1708	0	0
2017.01.04	19:00:00	1164.75	1165.99	1163.80	1163.99	1750	0	0
2017.01.04	20:00:00	1163.97	1166.65	1160.63	1162.61	5201	0	0
2017.01.04	21:00:00	1162.70	1164.22	1162.47	1163.44	2894	0	0
2017.01.04	22:00:00	1163.44	1164.30	1162.49	1162.78	1087	0	0
2017.01.05	00:00:00	1165.96	1184.97	1165.90	1180.80	86480	0	0
2017.01.05	01:00:00	1165.82	1172.43	1165.79	1171.52	5492	0	0
2017.01.05	02:00:00	1171.52	1172.84	1169.98	1171.18	3893	0	0
2017.01.05	03:00:00	1171.09	1172.84	1170.78	1172.31	2901	0	0
2017.01.05	04:00:00	1172.31	1174.19	1172.26	1173.31	2344	0	0
2017.01.05	05:00:00	1173.31	1173.74	1172.94	1173.45	1400	0	0
2017.01.05	06:00:00	1173.44	1177.60	1173.29	1174.98	4462	0	0
2017.01.05	07:00:00	1174.98	1178.93	1174.32	1178.32	3782	0	0
2017.01.05	08:00:00	1178.43	1178.75	1176.44	1177.47	4357	0	0
2017.01.05	09:00:00	1177.38	1179.28	1171.77	1173.48	8045	0	0
2017.01.05	10:00:00	1173.48	1174.20	1170.46	1172.83	6532	0	0
2017.01.05	11:00:00	1172.76	1173.63	1170.95	1171.23	4558	0	0
2017.01.05	12:00:00	1171.23	1172.83	1170.42	1171.72	3810	0	0
2017.01.05	13:00:00	1171.70	1174.38	1170.72	1172.79	3547	0	0
2017.01.05	14:00:00	1172.89	1176.60	1171.23	1175.41	9525	0	0
2017.01.05	15:00:00	1175.40	1178.95	1175.08	1176.85	7971	0	0
2017.01.05	16:00:00	1176.89	1182.10	1175.98	1181.35	8424	0	0
2017.01.05	17:00:00	1181.25	1184.91	1180.79	1182.41	7719	0	0
2017.01.05	18:00:00	1182.40	1183.41	1181.81	1182.03	3372	0	0
2017.01.05	19:00:00	1182.00	1182.23	1179.72	1181.64	2577	0	0
2017.01.05	20:00:00	1181.74	1182.02	1179.63	1180.78	2196	0	0
2017.01.05	21:00:00	1180.78	1181.29	1179.86	1181.05	2146	0	0
2017.01.05	22:00:00	1181.06	1181.08	1179.78	1180.13	1078	0	0
2017.01.06	00:00:00	1180.88	1182.90	1170.88	1172.42	71083	0	0
2017.01.06	01:00:00	1180.71	1181.31	1178.22	1178.54	2305	0	0
2017.01.06	02:00:00	1178.58	1179.11	1176.65	1177.50	3126	0	0
2017.01.06	03:00:00	1177.51	1179.21	1176.58	1178.69	1905	0	0
2017.01.06	04:00:00	1178.68	1179.72	1177.05	1178.04	2050	0	0
2017.01.06	05:00:00	1178.04	1181.63	1175.84	1177.34	1702	0	0
2017.01.06	06:00:00	1177.43	1177.44	1175.34	1176.08	3015	0	0
2017.01.06	07:00:00	1176.06	1177.06	1173.77	1174.25	2348	0	0
2017.01.06	08:00:00	1174.32	1175.24	1173.66	1174.63	3678	0	0
2017.01.06	09:00:00	1174.67	1176.87	1174.39	1176.73	4496	0	0
2017.01.06	10:00:00	1176.77	1178.59	1175.93	1178.16	4406	0	0
2017.01.06	11:00:00	1178.21	1179.13	1177.46	1179.02	3860	0	0
2017.01.06	12:00:00	1179.04	1179.33	1176.92	1177.33	2861	0	0
2017.01.06	13:00:00	1177.33	1177.33	1175.42	1176.04	2754	0	0
2017.01.06	14:00:00	1176.04	1182.89	1171.58	1173.60	10118	0	0
2017.01.06	15:00:00	1173.60	1179.13	1172.09	1176.38	8520	0	0
2017.01.06	16:00:00	1176.33	1178.65	1175.33	1175.54	6698	0	0
2017.01.06	17:00:00	1175.54	1176.28	1171.09	1173.21	7360	0	0
2017.01.06	18:00:00	1173.21	1174.77	1172.25	1173.89	5920	0	0
2017.01.06	19:00:00	1173.85	1174.56	1170.86	1170.96	5806	0	0
2017.01.06	20:00:00	1170.91	1172.88	1170.91	1172.14	3581	0	0
2017.01.06	21:00:00	1172.25	1173.22	1171.14	1172.89	2887	0	0
2017.01.06	22:00:00	1172.84	1172.89	1171.46	1172.34	814	0	0
2017.01.08	00:00:00	1172.57	1174.02	1171.81	1173.91	763	0	0
2017.01.09	00:00:00	1173.98	1186.20	1172.64	1182.52	57402	0	0
2017.01.09	01:00:00	1173.71	1174.56	1172.56	1174.13	3073	0	0
2017.01.09	02:00:00	1174.13	1175.97	1173.83	1175.42	1910	0	0
2017.01.09	03:00:00	1175.42	1176.48	1174.88	1175.20	3067	0	0
2017.01.09	04:00:00	1175.25	1175.75	1174.30	1174.70	2310	0	0
2017.01.09	05:00:00	1174.68	1174.98	1174.19	1174.49	1893	0	0
2017.01.09	06:00:00	1174.50	1174.87	1172.88	1173.57	2666	0	0
2017.01.09	07:00:00	1173.61	1174.45	1172.89	1174.02	2812	0	0
2017.01.09	08:00:00	1174.02	1174.58	1173.10	1173.85	3509	0	0
2017.01.09	09:00:00	1173.90	1178.21	1173.90	1177.86	5692	0	0
2017.01.09	10:00:00	1177.80	1178.58	1175.78	1175.99	5501	0	0
2017.01.09	11:00:00	1175.99	1176.92	1175.32	1176.72	2994	0	0
2017.01.09	12:00:00	1176.72	1180.86	1176.50	1179.72	6010	0	0
2017.01.09	13:00:00	1179.72	1180.33	1178.06	1178.44	3829	0	0
2017.01.09	14:00:00	1178.41	1181.73	1178.12	1180.56	6321	0	0
2017.01.09	15:00:00	1180.57	1181.95	1178.17	1178.39	9570	0	0
2017.01.09	16:00:00	1178.39	1179.89	1177.38	1178.93	6592	0	0
2017.01.09	17:00:00	1178.91	1183.85	1178.84	1183.11	6273	0	0
2017.01.09	18:00:00	1183.20	1184.10	1181.60	1182.68	3479	0	0
2017.01.09	19:00:00	1182.63	1186.02	1182.39	1183.33	3922	0	0
2017.01.09	20:00:00	1183.35	1184.67	1182.98	1184.31	2550	0	0
2017.01.09	21:00:00	1184.27	1184.80	1182.37	1182.47	3151	0	0
2017.01.09	22:00:00	1182.38	1182.45	1179.30	1180.67	1244	0	0
2017.01.10	00:00:00	1182.46	1190.62	1180.24	1186.10	66093	0	0
2017.01.10	01:00:00	1182.41	1183.43	1180.85	1181.57	3456	0	0
2017.01.10	02:00:00	1181.59	1182.93	1180.32	1180.98	2034	0	0
2017.01.10	03:00:00	1181.01	1185.36	1180.10	1184.14	3030	0	0
2017.01.10	04:00:00	1184.14	1187.19	1184.12	1185.95	2756	0	0
2017.01.10	05:00:00	1186.14	1186.34	1184.54	1184.64	1566	0	0
2017.01.10	06:00:00	1184.74	1186.39	1183.84	1186.18	2974	0	0
2017.01.10	07:00:00	1186.19	1187.52	1185.03	1185.54	2065	0	0
2017.01.10	08:00:00	1185.56	1186.76	1183.47	1184.17	3029	0	0
2017.01.10	09:00:00	1184.15	1185.33	1183.05	1185.28	3688	0	0
2017.01.10	10:00:00	1185.32	1185.38	1182.68	1184.01	2615	0	0
2017.01.10	11:00:00	1183.91	1185.96	1182.88	1185.36	1610	0	0
2017.01.10	12:00:00	1185.34	1185.36	1183.39	1184.09	2482	0	0
2017.01.10	13:00:00	1184.09	1185.34	1181.25	1182.06	3726	0	0
2017.01.10	14:00:00	1182.06	1184.37	1180.96	1184.20	4995	0	0
2017.01.10	15:00:00	1184.11	1190.45	1183.06	1188.76	7744	0	0
2017.01.10	16:00:00	1188.77	1190.35	1186.65	1188.77	9040	0	0
2017.01.10	17:00:00	1188.87	1188.88	1186.88	1187.89	6838	0	0
2017.01.10	18:00:00	1187.90	1188.63	1182.02	1184.20	5697	0	0
2017.01.10	19:00:00	1184.15	1187.45	1183.07	1186.66	3968	0	0
2017.01.10	20:00:00	1186.71	1187.17	1186.01	1186.64	3525	0	0
2017.01.10	21:00:00	1186.61	1187.51	1185.48	1187.16	3006	0	0
2017.01.10	22:00:00	1187.10	1188.06	1185.77	1187.42	1184	0	0
2017.01.11	00:00:00	1186.14	1198.28	1177.21	1193.50	97120	0	0
2017.01.11	01:00:00	1186.02	1188.83	1186.00	1187.73	2499	0	0
2017.01.11	02:00:00	1187.73	1189.07	1185.54	1187.92	3438	0	0
2017.01.11	03:00:00	1187.92	1188.21	1186.20	1186.97	2069	0	0
2017.01.11	04:00:00	1186.97	1188.41	1186.53	1187.65	2565	0	0
2017.01.11	05:00:00	1187.64	1188.39	1186.78	1188.00	3107	0	0
2017.01.11	06:00:00	1188.00	1189.01	1187.75	1189.01	2876	0	0
2017.01.11	07:00:00	1189.03	1190.84	1188.73	1190.38	3348	0	0
2017.01.11	08:00:00	1190.32	1190.32	1187.94	1188.53	2892	0	0
2017.01.11	09:00:00	1188.43	1191.25	1187.19	1190.25	5464	0	0
2017.01.11	10:00:00	1190.30	1190.33	1187.79	1188.38	3056	0	0
2017.01.11	11:00:00	1188.43	1189.00	1186.93	1188.28	3006	0	0
2017.01.11	12:00:00	1188.28	1190.12	1187.88	1189.04	3162	0	0
2017.01.11	13:00:00	1189.03	1189.48	1187.27	1188.58	4548	0	0
2017.01.11	14:00:00	1188.58	1189.34	1186.93	1187.93	5083	0	0
2017.01.11	15:00:00	1187.83	1188.42	1179.57	1180.18	7980	0	0
2017.01.11	16:00:00	1180.11	1180.82	1177.11	1180.42	7688	0	0
2017.01.11	17:00:00	1180.52	1188.93	1178.35	1183.09	11118	0	0
2017.01.11	18:00:00	1183.01	1189.62	1180.21	1188.58	8962	0	0
2017.01.11	19:00:00	1188.68	1198.15	1188.20	1194.93	11434	0	0
2017.01.11	20:00:00	1194.83	1195.87	1190.07	1191.72	8174	0	0
2017.01.11	21:00:00	1191.73	1192.07	1189.43	1190.86	4871	0	0
2017.01.11	22:00:00	1190.82	1191.96	1190.14	1191.60	1175	0	0
2017.01.12	00:00:00	1193.40	1207.00	1192.88	1196.32	90973	0	0
2017.01.12	01:00:00	1193.41	1195.15	1192.74	1194.43	3862	0	0
2017.01.12	02:00:00	1194.31	1195.89	1193.31	1195.29	4429	0	0
2017.01.12	03:00:00	1195.20	1198.75	1195.13	1197.16	4412	0	0
2017.01.12	04:00:00	1197.17	1198.16	1196.21	1197.76	2293	0	0
2017.01.12	05:00:00	1197.86	1198.09	1196.29	1197.16	1890	0	0
2017.01.12	06:00:00	1197.18	1198.47	1196.50	1198.47	3113	0	0
2017.01.12	07:00:00	1198.47	1200.84	1197.87	1200.73	3545	0	0
2017.01.12	08:00:00	1200.64	1200.92	1199.32	1199.95	4441	0	0
2017.01.12	09:00:00	1199.95	1206.93	1199.53	1204.61	7362	0	0
2017.01.12	10:00:00	1204.69	1205.43	1202.69	1205.31	5480	0	0
2017.01.12	11:00:00	1205.32	1206.51	1203.23	1205.13	5406	0	0
2017.01.12	12:00:00	1205.11	1205.58	1203.28	1204.74	2859	0	0
2017.01.12	13:00:00	1204.78	1206.23	1203.81	1204.26	4387	0	0
2017.01.12	14:00:00	1204.28	1205.29	1200.24	1201.03	4879	0	0
2017.01.12	15:00:00	1201.02	1204.73	1200.14	1204.04	7215	0	0
2017.01.12	16:00:00	1204.06	1205.85	1199.73	1201.61	9739	0	0
2017.01.12	17:00:00	1201.62	1204.56	1200.86	1202.25	7807	0	0
2017.01.12	18:00:00	1202.17	1202.37	1199.61	1200.08	5178	0	0
2017.01.12	19:00:00	1200.06	1200.57	1196.91	1199.32	6249	0	0
2017.01.12	20:00:00	1199.31	1199.53	1196.11	1196.17	4060	0	0
2017.01.12	21:00:00	1196.17	1196.78	1194.26	1195.35	4409	0	0
2017.01.12	22:00:00	1195.32	1196.55	1193.68	1195.30	1069	0	0
2017.01.13	00:00:00	1196.17	1200.79	1187.87	1197.28	79969	0	0
2017.01.13	01:00:00	1196.02	1196.60	1193.53	1193.93	5348	0	0
2017.01.13	02:00:00	1193.88	1195.56	1192.77	1193.20	5035	0	0
2017.01.13	03:00:00	1193.21	1193.61	1191.39	1191.89	3054	0	0
2017.01.13	04:00:00	1191.88	1192.85	1191.20	1192.54	2923	0	0
2017.01.13	05:00:00	1192.54	1194.37	1192.41	1194.23	3063	0	0
2017.01.13	06:00:00	1194.23	1194.23	1192.40	1193.81	2861	0	0
2017.01.13	07:00:00	1193.81	1196.10	1193.29	1195.53	3588	0	0
2017.01.13	08:00:00	1195.47	1196.66	1194.16	1196.23	4157	0	0
2017.01.13	09:00:00	1196.22	1197.63	1195.03	1195.73	6580	0	0
2017.01.13	10:00:00	1195.70	1197.79	1194.34	1196.94	4101	0	0
2017.01.13	11:00:00	1196.99	1198.44	1196.45	1196.52	3954	0	0
2017.01.13	12:00:00	1196.50	1198.04	1196.48	1196.87	3365	0	0
2017.01.13	13:00:00	1196.97	1198.68	1196.38	1197.93	4301	0	0
2017.01.13	14:00:00	1197.98	1201.14	1195.74	1196.26	9797	0	0
2017.01.13	15:00:00	1196.29	1196.96	1187.81	1189.32	11601	0	0
2017.01.13	16:00:00	1189.35	1195.66	1188.68	1194.18	9775	0	0
2017.01.13	17:00:00	1194.23	1195.83	1192.38	1194.59	6785	0	0
2017.01.13	18:00:00	1194.54	1197.28	1194.03	1196.29	5505	0	0
2017.01.13	19:00:00	1196.33	1196.89	1194.95	1195.97	4258	0	0
2017.01.13	20:00:00	1196.02	1199.27	1196.02	1197.80	4618	0	0
2017.01.13	21:00:00	1197.80	1198.90	1197.07	1198.14	3997	0	0
2017.01.13	22:00:00	1198.24	1198.24	1196.39	1197.29	808	0	0
2017.01.15	00:00:00	1200.05	1204.90	1198.08	1203.44	1598	0	0
2017.01.16	00:00:00	1203.34	1208.60	1200.26	1203.26	37992	0	0
2017.01.16	01:00:00	1203.36	1203.36	1201.35	1201.54	3313	0	0
2017.01.16	02:00:00	1201.57	1202.49	1200.14	1201.29	5209	0	0
2017.01.16	03:00:00	1201.31	1204.29	1200.58	1203.48	5171	0	0
2017.01.16	04:00:00	1203.49	1204.29	1202.35	1203.06	3492	0	0
2017.01.16	05:00:00	1203.05	1203.38	1202.27	1203.37	2898	0	0
2017.01.16	06:00:00	1203.38	1204.26	1202.66	1203.90	3789	0	0
2017.01.16	07:00:00	1203.89	1208.48	1203.59	1206.02	4686	0	0
2017.01.16	08:00:00	1206.03	1206.40	1203.87	1204.07	4344	0	0
2017.01.16	09:00:00	1203.97	1204.56	1201.73	1201.88	5486	0	0
2017.01.16	10:00:00	1201.93	1202.55	1201.13	1202.06	3545	0	0
2017.01.16	11:00:00	1202.04	1203.52	1201.32	1202.06	2938	0	0
2017.01.16	12:00:00	1202.07	1204.29	1201.76	1204.14	3337	0	0
2017.01.16	13:00:00	1204.14	1204.59	1202.54	1203.32	2811	0	0
2017.01.16	14:00:00	1203.37	1203.87	1202.42	1202.78	3546	0	0
2017.01.16	15:00:00	1202.77	1203.97	1201.73	1203.66	3630	0	0
2017.01.16	16:00:00	1203.62	1204.27	1202.36	1203.17	3104	0	0
2017.01.16	17:00:00	1203.24	1203.37	1201.79	1202.77	2657	0	0
2017.01.16	18:00:00	1202.77	1202.89	1202.26	1202.83	1469	0	0
2017.01.17	00:00:00	1203.20	1218.88	1203.20	1215.16	93346	0	0
2017.01.17	01:00:00	1203.06	1205.17	1203.06	1203.92	3783	0	0
2017.01.17	02:00:00	1203.90	1204.97	1203.23	1203.66	4224	0	0
2017.01.17	03:00:00	1203.66	1206.28	1203.66	1206.04	3608	0	0
2017.01.17	04:00:00	1206.07	1206.39	1205.34	1206.09	3355	0	0
2017.01.17	05:00:00	1206.10	1207.32	1205.68	1206.51	4455	0	0
2017.01.17	06:00:00	1206.56	1212.23	1206.53	1211.75	6324	0	0
2017.01.17	07:00:00	1211.67	1212.84	1209.91	1211.40	4632	0	0
2017.01.17	08:00:00	1211.42	1211.82	1209.42	1210.82	5849	0	0
2017.01.17	09:00:00	1210.92	1214.93	1210.59	1212.48	7053	0	0
2017.01.17	10:00:00	1212.52	1217.94	1212.08	1216.93	6058	0	0
2017.01.17	11:00:00	1216.94	1217.18	1214.12	1216.98	5723	0	0
2017.01.17	12:00:00	1216.98	1218.78	1214.32	1215.50	7238	0	0
2017.01.17	13:00:00	1215.56	1216.63	1210.58	1211.05	8455	0	0
2017.01.17	14:00:00	1211.15	1216.39	1211.08	1216.30	10314	0	0
2017.01.17	15:00:00	1216.39	1217.17	1214.08	1216.15	10635	0	0
2017.01.17	16:00:00	1216.16	1216.42	1212.56	1212.99	8567	0	0
2017.01.17	17:00:00	1212.98	1215.73	1212.45	1212.69	5320	0	0
2017.01.17	18:00:00	1212.74	1213.58	1211.94	1213.18	2707	0	0
2017.01.17	19:00:00	1213.10	1214.48	1212.41	1214.28	2585	0	0
2017.01.17	20:00:00	1214.30	1216.68	1214.28	1215.80	2251	0	0
2017.01.17	21:00:00	1215.83	1216.09	1214.97	1215.55	2908	0	0
2017.01.17	22:00:00	1215.53	1216.91	1214.73	1216.60	787	0	0
2017.01.18	00:00:00	1215.10	1217.50	1201.80	1203.06	69628	0	0
2017.01.18	01:00:00	1214.99	1216.85	1214.50	1216.65	4141	0	0
2017.01.18	02:00:00	1216.65	1217.39	1212.96	1214.52	4526	0	0
2017.01.18	03:00:00	1214.50	1214.70	1213.47	1214.47	3877	0	0
2017.01.18	04:00:00	1214.44	1215.98	1214.38	1215.18	3769	0	0
2017.01.18	05:00:00	1215.18	1215.47	1214.35	1214.77	3089	0	0
2017.01.18	06:00:00	1214.82	1214.99	1210.94	1212.16	5000	0	0
2017.01.18	07:00:00	1212.13	1213.96	1211.46	1213.22	4490	0	0
2017.01.18	08:00:00	1213.19	1213.23	1210.02	1211.17	6158	0	0
2017.01.18	09:00:00	1211.16	1214.03	1210.75	1212.25	6106	0	0
2017.01.18	10:00:00	1212.25	1214.00	1212.01	1214.00	4234	0	0
2017.01.18	11:00:00	1213.95	1214.74	1211.40	1212.12	4652	0	0
2017.01.18	12:00:00	1212.07	1213.26	1211.26	1213.20	3627	0	0
2017.01.18	13:00:00	1213.19	1213.94	1211.82	1211.92	3792	0	0
2017.01.18	14:00:00	1211.96	1214.28	1211.32	1213.36	7244	0	0
2017.01.18	15:00:00	1213.36	1216.01	1213.02	1214.32	7405	0	0
2017.01.18	16:00:00	1214.35	1216.45	1213.41	1215.39	7192	0	0
2017.01.18	17:00:00	1215.39	1215.66	1212.66	1213.86	5137	0	0
2017.01.18	18:00:00	1213.86	1214.01	1212.49	1212.59	3673	0	0
2017.01.18	19:00:00	1212.60	1212.83	1209.53	1210.14	3975	0	0
2017.01.18	20:00:00	1210.14	1210.15	1208.38	1209.81	2634	0	0
2017.01.18	21:00:00	1209.76	1209.81	1202.33	1205.46	6198	0	0
2017.01.18	22:00:00	1205.50	1205.85	1202.28	1203.67	1395	0	0
2017.01.19	00:00:00	1203.06	1206.52	1195.84	1203.69	85201	0	0
2017.01.19	01:00:00	1202.96	1204.84	1202.40	1203.67	5093	0	0
2017.01.19	02:00:00	1203.66	1204.78	1197.53	1198.54	7429	0	0
2017.01.19	03:00:00	1198.54	1201.64	1198.14	1201.09	4604	0	0
2017.01.19	04:00:00	1201.08	1203.07	1200.78	1201.85	4464	0	0
2017.01.19	05:00:00	1201.85	1203.54	1201.85	1203.28	3488	0	0
2017.01.19	06:00:00	1203.28	1203.36	1201.28	1202.41	4350	0	0
2017.01.19	07:00:00	1202.41	1202.56	1201.02	1201.97	3972	0	0
2017.01.19	08:00:00	1201.98	1202.22	1198.70	1199.53	6250	0	0
2017.01.19	09:00:00	1199.51	1203.37	1198.19	1203.17	6174	0	0
2017.01.19	10:00:00	1203.07	1205.77	1202.04	1204.27	5365	0	0
2017.01.19	11:00:00	1204.27	1204.67	1201.74	1202.53	3775	0	0
2017.01.19	12:00:00	1202.53	1203.63	1202.26	1202.93	2847	0	0
2017.01.19	13:00:00	1202.93	1204.46	1202.73	1204.37	4697	0	0
2017.01.19	14:00:00	1204.40	1205.77	1199.66	1201.49	9773	0	0
2017.01.19	15:00:00	1201.52	1202.19	1195.98	1196.31	10692	0	0
2017.01.19	16:00:00	1196.37	1200.51	1195.81	1199.50	8363	0	0
2017.01.19	17:00:00	1199.52	1203.00	1199.52	1199.92	7103	0	0
2017.01.19	18:00:00	1199.80	1200.73	1198.19	1199.95	6210	0	0
2017.01.19	19:00:00	1199.90	1202.49	1198.89	1200.67	6709	0	0
2017.01.19	20:00:00	1200.58	1205.60	1200.17	1205.48	5649	0	0
2017.01.19	21:00:00	1205.54	1206.42	1204.38	1204.56	4717	0	0
2017.01.19	22:00:00	1204.67	1205.33	1203.69	1204.47	1300	0	0
2017.01.20	00:00:00	1203.66	1215.00	1198.61	1208.98	83411	0	0
2017.01.20	01:00:00	1203.56	1204.86	1203.11	1203.38	3632	0	0
2017.01.20	02:00:00	1203.40	1207.94	1203.04	1207.29	5350	0	0
2017.01.20	03:00:00	1207.22	1207.84	1205.74	1206.83	2742	0	0
2017.01.20	04:00:00	1206.88	1208.32	1206.88	1207.97	1804	0	0
2017.01.20	05:00:00	1207.97	1207.97	1206.78	1207.28	1232	0	0
2017.01.20	06:00:00	1207.19	1207.58	1206.11	1206.65	3402	0	0
2017.01.20	07:00:00	1206.68	1207.94	1206.60	1207.63	3004	0	0
2017.01.20	08:00:00	1207.53	1208.96	1205.56	1205.79	4560	0	0
2017.01.20	09:00:00	1205.76	1206.98	1201.97	1202.10	6682	0	0
2017.01.20	10:00:00	1202.11	1203.55	1200.50	1201.33	4981	0	0
2017.01.20	11:00:00	1201.23	1201.63	1198.53	1199.84	5001	0	0
2017.01.20	12:00:00	1199.83	1200.79	1199.09	1200.69	3407	0	0
2017.01.20	13:00:00	1200.68	1202.94	1200.16	1200.28	3893	0	0
2017.01.20	14:00:00	1200.33	1203.86	1200.23	1203.83	7336	0	0
2017.01.20	15:00:00	1203.83	1204.13	1199.76	1200.51	7939	0	0
2017.01.20	16:00:00	1200.53	1205.29	1200.48	1203.56	6697	0	0
2017.01.20	17:00:00	1203.58	1204.28	1200.72	1203.48	5178	0	0
2017.01.20	18:00:00	1203.48	1207.40	1202.02	1205.32	12389	0	0
2017.01.20	19:00:00	1205.32	1206.42	1203.80	1206.11	4700	0	0
2017.01.20	20:00:00	1206.10	1214.86	1206.01	1212.68	6219	0	0
2017.01.20	21:00:00	1212.68	1212.85	1207.21	1207.35	6228	0	0
2017.01.20	22:00:00	1207.44	1210.44	1206.43	1208.99	1404	0	0
2017.01.22	00:00:00	1209.25	1215.72	1209.25	1215.50	2456	0	0
2017.01.23	00:00:00	1215.50	1219.60	1209.27	1217.40	79644	0	0
2017.01.23	01:00:00	1215.45	1216.19	1214.33	1215.22	3287	0	0
2017.01.23	02:00:00	1215.22	1217.83	1214.62	1217.76	5050	0	0
2017.01.23	03:00:00	1217.77	1219.39	1217.28	1218.14	5026	0	0
2017.01.23	04:00:00	1218.19	1218.43	1216.49	1216.60	3461	0	0
2017.01.23	05:00:00	1216.60	1216.60	1214.11	1214.20	3183	0	0
2017.01.23	06:00:00	1214.21	1216.79	1213.70	1216.50	4471	0	0
2017.01.23	07:00:00	1216.50	1217.42	1215.58	1215.66	2946	0	0
2017.01.23	08:00:00	1215.57	1216.48	1212.90	1213.89	5601	0	0
2017.01.23	09:00:00	1213.90	1215.01	1211.64	1211.96	6416	0	0
2017.01.23	10:00:00	1211.96	1212.40	1210.40	1211.98	4917	0	0
2017.01.23	11:00:00	1211.97	1214.64	1211.97	1213.17	4468	0	0
2017.01.23	12:00:00	1213.12	1213.19	1211.20	1212.78	3938	0	0
2017.01.23	13:00:00	1212.77	1215.02	1212.63	1214.13	4642	0	0
2017.01.23	14:00:00	1214.13	1215.48	1211.68	1214.21	6113	0	0
2017.01.23	15:00:00	1214.21	1214.87	1209.20	1212.77	11188	0	0
2017.01.23	16:00:00	1212.82	1217.73	1212.53	1217.50	9485	0	0
2017.01.23	17:00:00	1217.51	1219.11	1215.05	1217.82	6653	0	0
2017.01.23	18:00:00	1217.73	1218.22	1214.75	1215.03	5817	0	0
2017.01.23	19:00:00	1215.03	1215.84	1214.23	1215.73	3481	0	0
2017.01.23	20:00:00	1215.73	1217.12	1215.42	1216.12	3231	0	0
2017.01.23	21:00:00	1216.08	1216.67	1214.86	1215.29	2347	0	0
2017.01.23	22:00:00	1215.29	1218.10	1215.13	1217.94	1724	0	0
2017.01.24	00:00:00	1217.46	1218.57	1206.58	1209.22	66409	0	0
2017.01.24	01:00:00	1217.27	1218.09	1216.45	1217.88	2942	0	0
2017.01.24	02:00:00	1217.79	1217.79	1215.98	1216.83	4718	0	0
